kn
0.0
deviations
param,inde dev,comp dev
C(t=0),7.08355967077e-08,0.00927685578233
N(t=0),2.43809479272e-08,0.44080075745
kn,nan,0.425373995843
r (MAD),1.714146189e-06,0.575203868815
params
param,true,inde est,comp est
C(t=0),0.01,0.0099999291644,0.0192768557823
N(t=0),1.0,1.00000002438,0.55919924255
kn,0.0,nan,0.425373995843
r0,1.14342822993,1.1434304052,3.18458166356
r1,2.49071949757,2.49072117484,2.61502502675
r2,0.225896618314,0.225897253484,0.933708950114
r3,1.05928202733,1.0592839571,2.25347746409
r4,1.7685692463,1.76857180431,2.02683879142
r5,0.0,1.93667637406e-06,0.0
r6,0.0,1.98087898963e-06,0.0
r7,0.0,1.97964256585e-06,0.0
r8,0.487666028962,0.487666583589,1.33876457181
