kn
0.02
deviations
param,inde dev,comp dev
C(t=0),0.0121864233345,1.06856946727e-07
N(t=0),0.168791519076,8.23462034116e-08
kn,nan,1.20330589243e-08
r (MAD),0.284615408259,2.26275002272e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.0221864233345,0.00999989314305
N(t=0),1.0,1.16879151908,1.00000008235
kn,0.02,nan,0.0199999879669
r0,1.1434282299326066,0.689353254835,1.14343045195
r1,2.4907194975678784,1.62886969759,2.49072579877
r2,0.22589661831449326,0.124235512331,0.225897363474
r3,1.0592820273263666,0.669616726131,1.05928424385
r4,1.7685692462953173,1.16658183614,1.7685740536
r5,0.0,0.0,1.78062272308e-07
r6,0.0,0.0,3.98829275978e-08
r7,0.0,0.0,2.79387073404e-06
r8,0.4876660289621736,0.335365947044,0.487667089685
