kn
0.16
deviations
param,inde dev,comp dev
C(t=0),0.128430464214,7.69711032e-07
N(t=0),1.33460865227,2.57183333341e-06
kn,nan,6.35497496904e-07
r (MAD),0.714824411888,4.08555057498e-05
params
param,true,inde est,comp est
C(t=0),0.01,0.138430464214,0.00999923028897
N(t=0),1.0,2.33460865227,1.00000257183
kn,0.16,nan,0.159999364503
r0,1.1434282299326066,0.0577882526929,1.143443399
r1,2.4907194975678784,0.290132724683,2.49074656845
r2,0.22589661831449326,0.0,0.225907008099
r3,1.0592820273263666,0.0846559875116,1.05929705007
r4,1.7685692462953173,0.257545298279,1.76859228305
r5,0.0,0.0,7.54831909833e-05
r6,0.0,0.0,0.000114510908442
r7,0.0,0.0,7.92418374333e-05
r8,0.4876660289621736,0.0520196782394,0.487673803354
