kn
0.06
deviations
param,inde dev,comp dev
C(t=0),0.0975446077038,1.25683806865e-07
N(t=0),0.595053688494,1.54019761389e-08
kn,nan,6.53044542054e-10
r (MAD),0.644688897064,2.22771705866e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.107544607704,0.00999987431619
N(t=0),1.0,1.59505368849,1.0000000154
kn,0.06,nan,0.059999999347
r0,1.1434282299326066,0.12192380499,1.14343156598
r1,2.4907194975678784,0.51786623507,2.49072625959
r2,0.22589661831449326,0.0,0.225897803346
r3,1.0592820273263666,0.187767975637,1.05928497838
r4,1.7685692462953173,0.423932787371,1.76857361429
r5,0.0,0.0,3.47259317717e-08
r6,0.0,0.0,6.41412356955e-08
r7,0.0,0.0,3.0337899349e-08
r8,0.4876660289621736,0.121870771756,0.487667347063
