kn
0.04
deviations
param,inde dev,comp dev
C(t=0),0.0657862885747,5.90409499224e-08
N(t=0),0.364734494572,5.81315531045e-07
kn,nan,8.38402439557e-08
r (MAD),0.55682675918,2.03542214869e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.0757862885747,0.0100000590409
N(t=0),1.0,1.36473449457,0.999999418684
kn,0.04,nan,0.0400000838402
r0,1.1434282299326066,0.216723193415,1.14342550356
r1,2.4907194975678784,0.812879457951,2.49070514288
r2,0.22589661831449326,0.029031378362,0.225896249859
r3,1.0592820273263666,0.311392805967,1.0592820815
r4,1.7685692462953173,0.613786233666,1.76856849223
r5,0.0,0.0,0.0
r6,0.0,0.0,0.0
r7,0.0,0.0,0.0
r8,0.4876660289621736,0.180307746416,0.487666090007
