kn
0.2
deviations
param,inde dev,comp dev
C(t=0),0.130095526789,1.42521668097e-07
N(t=0),1.5236340934,8.09508036159e-08
kn,nan,3.32737243036e-08
r (MAD),0.721210096293,2.60634831801e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.140095526789,0.00999985747833
N(t=0),1.0,2.5236340934,0.999999919049
kn,0.2,nan,0.199999966726
r0,1.1434282299326066,0.051024922333,1.14343218285
r1,2.4907194975678784,0.276944395108,2.49072686224
r2,0.22589661831449326,0.0,0.225898860667
r3,1.0592820273263666,0.0735200432115,1.05928525684
r4,1.7685692462953173,0.241418123104,1.76857414335
r5,0.0,0.0,5.50928382675e-09
r6,0.0,0.0,9.57492793829e-08
r7,0.0,0.0,4.92698201532e-09
r8,0.4876660289621736,0.0417632980046,0.487667693396
