kn
0.08
deviations
param,inde dev,comp dev
C(t=0),0.110296666136,3.71091934102e-07
N(t=0),0.788429904626,6.27509925355e-07
kn,nan,3.635405698e-07
r (MAD),0.675712079399,1.56335384881e-05
params
param,true,inde est,comp est
C(t=0),0.01,0.120296666136,0.00999962890807
N(t=0),1.0,1.78842990463,0.99999937249
kn,0.08,nan,0.0800003635406
r0,1.1434282299326066,0.0940391747718,1.14344088081
r1,2.4907194975678784,0.409446800216,2.49074255245
r2,0.22589661831449326,0.0,0.225901070056
r3,1.0592820273263666,0.142963828984,1.05929252493
r4,1.7685692462953173,0.351973781095,1.76858279107
r5,0.0,0.0,3.21932500149e-05
r6,0.0,0.0,1.38953271516e-05
r7,0.0,0.0,2.53949733247e-05
r8,0.4876660289621736,0.0957293487439,0.487671047379
