Barcode	Row	Column	Col	ScreenID	Treatment	Medium	ORF	Screen.Name	Library.Name	MasterPlate.Number	Timeseries.order	Inoc.Time	TileX	TileY	XOffset	YOffset	Threshold	EdgeLength	EdgePixels	RepQuad	K	r	g	v	objval	tshift	t0	d0	nAUC	nSTP	Gene	MDP	MDR	MDRMDP	glog_maxslp	DT	AUC	fit
DLR00012733	1	1	1	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	276	217	NA	0.0240822633065161	0.0240822633065161	1	0.0440783831730686	17.704842360796	1.1e-05	1.02588998884449	0.0045491756673578	0	0.0238888888888889	0.0394833599485276	0.119315357283648	0.0538471029661339	HIS3	11.9683520666956	25.5351947630297	305.614201015583	0.19857507767333	0.939879261651358	0.199785938587352	305.614201015583
DLR00012733	1	2	2	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	420	214	NA	0.00911076775534125	0.00911076775534125	1	0.0371993352913916	195.513670210789	1.1e-05	0.0145033137482382	0.00362225633154025	0	0.0238888888888889	0.0239986478828928	0.0772210873729852	0.0481228570564815	HIS3	11.723557603203	30.076872712904	352.607949773934	0.0385257258257838	0.797955300376131	0.150198865685287	352.607949773934
DLR00012733	1	3	3	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	552	228	NA	0.0393734349192818	0.0393734349192818	1	0.0527807863133487	99.7573391638661	1.1e-05	0.0175950457185645	0.0039294232996224	0	0.0238888888888889	0.0247197436555444	0.0859557146317969	0.0595262700546842	HIS3	12.2282936046025	19.1705532495524	234.423153698192	0.033784549184966	1.25192005090205	0.180260774494753	234.423153698192
DLR00012733	1	4	4	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	694	214	NA	0.0475784538334488	0.0475784538334488	1	0.0715129706558613	184.193951453629	1.1e-05	0.0132317731076312	0.00618219850715683	0	0.0238888888888889	0.0396255407561288	0.138052810138871	0.089403376147569	HIS3	12.6664856951637	28.0428272425767	355.204070120045	0.0636976035665374	0.855833821333158	0.275303538721621	355.204070120045
DLR00012733	1	5	5	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	832	225	NA	0.0276519793276147	0.0276519793276147	1	0.0527288029712401	207.959176550991	1.1e-05	0.0140901164592608	0.00470685087457009	0	0.0238888888888889	0.032803292378638	0.112103053220343	0.0647715381055778	HIS3	12.2268720065004	32.4484004311445	396.742438887276	0.0564417852545182	0.739635842787629	0.213785696066161	396.742438887276
DLR00012733	1	6	6	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	958	230	NA	0.0521071980393202	0.0521071980393202	1	0.0664405857086379	117.600207174331	1.1e-05	0.0162313994600564	0.00505639359841258	0	0.0238888888888889	0.0314327519745471	0.113059275659576	0.0785186035650229	HIS3	12.5603455523826	21.5159142192705	270.247317469458	0.0462804247491739	1.11545341533778	0.234550305778751	270.247317469458
DLR00012733	1	7	7	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1100	218	NA	0.0409718152272364	0.0409718152272364	1	0.0575586331090438	220.679176429826	1.1e-05	0.0133012075003511	0.00529581341663488	0	0.0238888888888889	0.0361268743201485	0.121013940541371	0.0728048110284551	HIS3	12.3533130925627	32.9407412210583	406.927289804818	0.0617437231699166	0.728581055263483	0.233313713967832	406.927289804818
DLR00012733	1	8	8	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1240	214	NA	0.0477915712078427	0.0477915712078427	1	0.0647972110062289	191.443264703524	1.1e-05	0.0136364619529814	0.00563918908290705	0	0.0238888888888889	0.0374863154555797	0.129893298444367	0.0805218346158831	HIS3	12.5242124790518	29.6562176577816	371.420771271064	0.0618095920166507	0.809273801431739	0.254648816547573	371.420771271064
DLR00012733	1	9	9	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1378	214	NA	0.0581277638659492	0.0581277638659492	1	0.0723050804544952	138.879079350103	1.1e-05	0.0151501640973884	0.00564428219578922	0	0.0238888888888889	0.0359526680127712	0.130550784241014	0.0846246341533641	HIS3	12.6823777813803	24.0476956071372	304.981960461355	0.0555463044513495	0.998016624631464	0.264890877577499	304.981960461355
DLR00012733	1	10	10	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1504	220	NA	0.056795780275987	0.056795780275987	1	0.125039344927467	45.3310680046267	1.1e-05	0.0263396947218815	0.00567445932898237	0	0.0238888888888889	0.0312740207801844	0.124520740426228	0.122891336958406	HIS3	13.4725909810894	13.7856205675503	185.728027327098	0.0542111812487003	1.7409444777911	0.321782291380098	185.728027327098
