kn
0.04
deviations
param,comp dev,inde dev
C(t=0),0.00219418765244,0.00992584926677
N(t=0),0.0575789014711,0.194596125001
kn,1.32192603542,nan
r (MAD),0.562880237916,0.47080149319
params
param,true,comp est,inde est
C(t=0),0.01,0.0121941876524,7.41507332268e-05
N(t=0),1.0,0.942421098529,1.194596125
kn,0.04,1.36192603542,nan
r0,0.97851958401,0.973674675427,0.980298111169
r1,0.771436019632,1.07368174685,0.922184982488
r2,0.0,0.879843058328,0.752495208823
r3,0.0,0.822230327062,0.752495208823
r4,1.59012734883,1.11430029487,1.24899732301
r5,2.23962722829,1.1336056096,1.36223139456
r6,0.0,0.840571835595,0.752495208823
r7,0.528320448244,0.975297735057,0.818815391281
r8,0.372482387106,0.866813264795,0.779588260104
r9,0.555534005203,0.968072241502,0.825572958416
r10,0.302589644278,0.844396554287,0.769007466616
r11,0.609717391171,0.979863011896,0.837984985646
r12,0.123066101231,0.840197031408,0.756226090271
r13,0.0,0.827593480504,0.752495208823
r14,0.913363092458,1.12028252401,1.00782939797
r15,0.408220797241,0.930692598309,0.788144265906
r16,0.0,0.853623752428,0.752495208823
r17,0.0,0.872538567169,0.752495208823
r18,1.1618660876,1.13556373488,1.11648667604
r19,1.88036836798,1.04162833556,1.27995929924
r20,2.31015692137,1.11520925015,1.36537462533
r21,1.0063989784,0.912962765263,0.949818634205
r22,1.62118536284,1.11386437601,1.25172951984
r23,2.23144087015,1.05925034339,1.32244952437
r24,2.61568153841,1.18320106427,1.44435915424
r25,0.0,0.780926905048,0.752495208819
r26,0.0,0.816358352463,0.752495208819
r27,1.5366625764,1.19143242208,1.26118093316
r28,0.982963278553,0.900547465973,0.946999655796
r29,1.77596427078,1.18201215427,1.3246656945
r30,0.0,0.773625337802,0.752495208819
r31,1.02290228607,1.05223571384,1.01996608939
r32,1.24595485292,1.14307740137,1.17500985641
r33,1.30436579297,1.07593804449,1.1737825734
r34,1.63562350791,1.07198287651,1.2380133119
r35,2.45849949622,1.18989175391,1.43865192808
r36,1.61884903349,1.19898577103,1.30565431209
r37,0.887144528063,1.10446137859,0.975750146072
r38,0.617434451094,0.954213353113,0.848282823475
r39,0.312458453744,0.80840721942,0.770175843496
r40,1.25286689008,1.22649131793,1.19716765053
r41,0.0,0.826686371505,0.752495208879
r42,0.0684011436758,0.782444899532,0.754209726489
r43,1.29546275642,1.17268820376,1.18622481719
r44,0.762374885984,0.817315083621,0.852656435241
r45,3.1564014156,1.32282217184,1.55269545839
r46,0.0,0.769293356574,0.752495208984
r47,1.10341656473,1.11301475348,1.07423794932
r48,1.07513471474,1.03667456745,1.03608299208
r49,1.18753801792,1.10626165722,1.11505424102
r50,2.23637139384,1.13238020485,1.35736925058
r51,2.8084712945,1.07110684671,1.3837992124
r52,2.20495804158,1.19700531375,1.39085231986
r53,0.461115389064,0.741167326032,0.780696786646
r54,2.16826658852,1.22853526928,1.40617842998
r55,2.34130077567,1.11843324811,1.36231080436
r56,0.229217172314,0.770178024268,0.7613618245
r57,0.76525080764,0.924291732126,0.883755609693
r58,2.15372811229,1.23696651105,1.42465919156
r59,0.0772796926893,0.744437414025,0.754295577425
r60,0.19955947208,0.83588001239,0.760118180788
r61,0.0,0.844119299671,0.752495208823
r62,0.56865647693,0.969417109782,0.832445040073
r63,1.01203150225,1.11634805717,1.05125862435
r64,1.59250855646,1.08249631988,1.28795992418
r65,0.828929811116,1.04210895962,0.935344885706
r66,1.0288983636,1.10181717764,1.04585293804
r67,0.0,0.766335043414,0.752495208823
r68,2.01745428133,1.31745780815,1.45036398335
r69,0.253454422873,0.812008325447,0.763052510454
r70,0.0223044860221,0.870874586088,0.753005675625
r71,0.0,0.830070648653,0.752495208823
r72,0.0,0.865157189084,0.752495208823
r73,0.455944269357,0.822344774028,0.787786022713
r74,2.06890792912,1.14971066687,1.37280250752
r75,1.17729194913,1.07847024564,1.07451405009
r76,0.0,0.710826874146,0.752495208823
r77,3.83163809066,1.28142264219,1.55443625287
r78,0.677907631198,0.845092526911,0.827558309989
r79,4.03428777159,1.19309768424,1.52372497239
r80,0.776384106143,0.988718174898,0.892070050294
r81,1.25282219404,1.18535469303,1.19317820457
r82,0.0431906731436,0.692027907638,0.753396081419
r83,2.56616370736,1.33727343526,1.52275096869
r84,0.737665054077,0.994408603011,0.885854121811
r85,0.198071231194,0.851501003779,0.760456447636
r86,0.527617257008,0.956341916933,0.817872896441
r87,0.40125756749,0.86209535344,0.783600892341
r88,1.05099159782,1.05659326599,1.02948985561
