kn
0.02
deviations
param,comp dev,inde dev
C(t=0),0.0131022280987,0.00541991898654
N(t=0),0.245332671917,0.180796252725
kn,2.98415999387,nan
r (MAD),0.390316782151,0.182678840378
params
param,true,comp est,inde est
C(t=0),0.01,0.0231022280987,0.00458008101346
N(t=0),1.0,0.754667328083,1.18079625273
kn,0.02,3.00415999387,nan
r0,0.97851958401,1.20849581291,1.02721110601
r1,0.771436019632,1.17143249943,0.80267989379
r2,0.0,0.459290828873,0.177139470943
r3,0.0,0.403013494427,0.177139470943
r4,1.59012734883,1.39941013287,1.59670915673
r5,2.23962722829,1.43791128002,1.81058413164
r6,0.0,0.426725258801,0.177139470943
r7,0.528320448244,0.947569529345,0.447655123159
r8,0.372482387106,0.608050238579,0.290102366811
r9,0.555534005203,0.976483512677,0.475895921901
r10,0.302589644278,0.518524754889,0.245824971917
r11,0.609717391171,1.06973906862,0.533576890027
r12,0.123066101231,0.461740262899,0.191234107344
r13,0.0,0.428145091064,0.177139470943
r14,0.913363092458,1.18307892943,1.03335004863
r15,0.408220797241,0.77001575545,0.324172031937
r16,0.0,0.457699762718,0.177139470943
r17,0.0,0.480239304983,0.177139470943
r18,1.1618660876,1.30177808602,1.30129293089
r19,1.88036836798,1.42845895243,1.67193834393
r20,2.31015692137,1.41668446992,1.82326927178
r21,1.0063989784,1.14906783621,0.982173434612
r22,1.62118536284,1.38294702868,1.60858010954
r23,2.23144087015,1.4343208443,1.75647927302
r24,2.61568153841,1.39430859038,1.93446004385
r25,0.0,0.325585001802,0.177139470943
r26,0.0,0.397104156206,0.177139470943
r27,1.5366625764,1.39399429173,1.60687312399
r28,0.982963278553,1.12011080949,0.962563736756
r29,1.77596427078,1.43604543119,1.7336236605
r30,0.0,0.321158825965,0.177139470943
r31,1.02290228607,1.31664593786,1.11009259855
r32,1.24595485292,1.36402391098,1.41113567313
r33,1.30436579297,1.37618370457,1.42519319338
r34,1.63562350791,1.39517135429,1.58638813299
r35,2.45849949622,1.34537463367,1.9243556377
r36,1.61884903349,1.33681320066,1.67405483394
