kn
0.06
deviations
param,comp dev,inde dev
C(t=0),0.00476365501966,0.00836024576087
N(t=0),0.0820861874265,0.296572102981
kn,0.0998595902508,nan
r (MAD),0.677581361162,0.180269409291
params
param,true,comp est,inde est
C(t=0),0.01,0.00523634498034,0.00163975423913
N(t=0),1.0,1.08208618743,1.29657210298
kn,0.06,0.159859590251,nan
r0,0.97851958401,0.9950203429,0.869303383661
r1,0.771436019632,1.00835038081,0.681064489073
r2,0.0,0.986199658919,0.182598488842
r3,0.0,0.978588589295,0.182598488842
r4,1.59012734883,1.01399793816,1.66744219359
r5,2.23962722829,1.01716070869,2.04060225095
r6,0.0,0.981276537224,0.182598488843
r7,0.528320448244,0.99625121025,0.381264826382
r8,0.372482387106,0.983877041682,0.338170909299
r9,0.555534005203,0.995240250882,0.168385508011
r10,0.302589644278,0.981660360399,0.276746285545
r11,0.609717391171,0.995637658272,0.171878827245
r12,0.123066101231,0.980878356805,0.204286601869
r13,0.0,0.979261907094,0.182598488843
r14,0.913363092458,1.01565347771,1.00429275698
r15,0.408220797241,0.990849083391,0.389580283937
r16,0.0,0.982440881589,0.182598488843
r17,0.0,0.98495050582,0.182598488843
r18,1.1618660876,1.01640498423,1.28814470598
r19,1.88036836798,1.0045189616,1.76220521522
r20,2.31015692137,1.01564663749,2.03666656538
r21,1.0063989784,0.985590900233,0.713883312271
r22,1.62118536284,1.01394230827,1.66618560918
r23,2.23144087015,1.00730147535,1.89593485408
r24,2.61568153841,1.02521235842,2.33557002848
r25,0.0,0.973512525839,0.182598488842
r26,0.0,0.977712458428,0.182598488842
r27,1.5366625764,1.02432019844,1.71168802996
r28,0.982963278553,0.984067502959,0.714954747804
r29,1.77596427078,1.02309834838,1.90378788361
r30,0.0,0.972654424786,0.182598488842
r31,1.02290228607,1.00488770826,0.991229298566
r32,1.24595485292,1.01840102787,1.47265212692
r33,1.30436579297,1.00982466641,1.45793198093
r34,1.63562350791,1.00779793769,1.62881191961
r35,2.45849949622,1.02571894158,2.31178576412
r36,1.61884903349,1.02591908651,1.87906146586
r37,0.887144528063,1.0123601799,0.887243817598
r38,0.617434451094,0.993061250961,0.281573952699
r39,0.312458453744,0.976294016677,0.284302139672
r40,1.25286689008,1.02952113486,1.5559346266
r41,0.0,0.979237627064,0.182598488842
r42,0.0684011436758,0.973806694194,0.188509782682
r43,1.29546275642,1.02147282782,1.48547268717
r44,0.762374885984,0.972759258208,0.217129119011
r45,3.1564014156,1.04544976123,2.71069082821
r46,0.0,0.971641565074,0.182598488841
r47,1.10341656473,1.01281878829,1.14856783691
r48,1.07513471474,1.00270153074,1.03204611823
r49,1.18753801792,1.0121929673,1.26407086439
r50,2.23637139384,1.01685287034,2.01876283391
r51,2.8084712945,1.00940190651,2.11236335616
r52,2.20495804158,1.02532845094,2.11180020922
r53,0.461115389064,0.966221567329,0.326129728548
r54,2.16826658852,1.02997786598,2.17005090036
r55,2.34130077567,1.01478034269,2.03021506714
r56,0.229217172314,0.972663109689,0.232557560857
r57,0.76525080764,0.987545294591,0.497751304266
r58,2.15372811229,1.03131260256,2.24947388121
r59,0.0772796926893,0.967687804291,0.188608185738
r60,0.19955947208,0.980100081141,0.226420453424
r61,0.0,0.981945369996,0.182598488843
r62,0.56865647693,0.995474425699,0.154119192909
r63,1.01203150225,1.01473680465,1.11173093866
r64,1.59250855646,1.01115915094,1.82979308621
r65,0.828929811116,1.00309873154,0.715780701014
r66,1.0288983636,1.0113104621,1.0780457335
r67,0.0,0.971254061987,0.182598488841
r68,2.01745428133,1.04379510809,2.35869722712
r69,0.253454422873,0.975684667784,0.241703328241
r70,0.0223044860221,0.985201128987,0.184375566534
r71,0.0,0.9798835971,0.182598488841
r72,0.0,0.984641604265,0.182598488841
r73,0.455944269357,0.975959330001,0.37366999961
r74,2.06890792912,1.02058227023,2.08107385832
r75,1.17729194913,1.00683028238,1.11519935952
r76,0.0,0.964271418588,0.182598488844
r77,3.83163809066,1.0388235721,2.70104125592
r78,0.677907631198,0.976574432869,0.387084728971
r79,4.03428777159,1.02847994496,2.61950002084
r80,0.776384106143,0.995413485237,0.539817526986
r81,1.25282219404,1.02348508178,1.51412231639
r82,0.0431906731436,0.960986119578,0.185606832392
r83,2.56616370736,1.04552718912,2.59580132417
r84,0.737665054077,0.99668933625,0.532590371171
r85,0.198071231194,0.983267183235,0.229277749785
r86,0.527617257008,0.993693508264,0.388330197723
r87,0.40125756749,0.982639858258,0.358094597434
r88,1.05099159782,1.00486064171,1.01184468701
r89,0.0,0.968927344663,0.182598488844
r90,1.92712864236,1.02821312242,2.09142632071
r91,0.0,0.980418392417,0.182598488844
r92,0.490552810672,0.992683339848,0.470385472506
r93,0.0,0.979481868485,0.182598488844
r94,0.834703415063,1.003265306,0.707952044812
r95,1.13786931514,1.01262500137,1.29305959904
r96,0.0,0.982655613801,0.182598488844
r97,1.97081985621,1.04093431269,2.33337381582
r98,0.872493007316,0.990484206289,0.662137692423
r99,0.0,0.974719164916,0.182598488844
r100,1.91065662864,1.03597530601,2.16834079031
r101,1.57030787528,1.01407620054,1.61530591579
r102,0.0965864473609,0.971173083174,0.197068202547
r103,1.14869599819,1.01711140454,1.21778862939
r104,0.0,0.977010341001,0.182598488844
r105,0.0,0.96885544571,0.182598488844
r106,2.59825029538,1.04474861615,2.59086006784
r107,0.0,0.967939024843,0.182598488844
r108,1.0692171796,1.02227529808,1.26962810493
r109,0.574027127423,0.984769763187,0.187935400197
r110,1.18663531744,1.0227120785,1.45615531515
r111,0.0,0.968476036489,0.182598488844
r112,2.24267379691,1.02881941699,2.23935483495
r113,1.86180149679,1.00781318761,1.71488919498
r114,2.33061269597,1.01460539057,2.0366456222
r115,0.358050615737,0.985339003821,0.310098419335
