kn
0.0
deviations
param,comp dev,inde dev
C(t=0),0.0401555436745,0.00551919924108
N(t=0),0.337810664945,0.0407384612076
kn,2.69265062521,nan
r (MAD),0.438688084333,0.190852861987
params
param,true,comp est,inde est
C(t=0),0.01,0.0501555436745,0.0155191992411
N(t=0),1.0,0.662189335055,0.959261538792
kn,0.0,2.69265062521,nan
r0,0.97851958401,1.20937832612,1.17140942228
r1,0.771436019632,1.16240477974,0.822532208593
r2,0.0,0.528633502645,0.0
r3,0.0,0.443732392814,0.0
r4,1.59012734883,1.34597127438,1.75347881812
r5,2.23962722829,1.35965664338,1.95646721709
r6,0.0,0.454093987937,0.0
r7,0.528320448244,0.975783088406,0.389584252475
r8,0.372482387106,0.670699682977,0.174425702421
r9,0.555534005203,0.992649064863,0.432824121144
r10,0.302589644278,0.557563548605,0.106968907022
r11,0.609717391171,1.10322955623,0.525230256661
r12,0.123066101231,0.505488833743,0.0216075454754
r13,0.0,0.474014620025,0.0
r14,0.913363092458,1.21639119215,1.06948148377
r15,0.408220797241,0.852703174316,0.217846732372
r16,0.0,0.524671241477,0.0
r17,0.0,0.548780083998,0.0
r18,1.1618660876,1.28757824925,1.41269175714
r19,1.88036836798,1.36788736512,1.87220952804
r20,2.31015692137,1.35926582401,1.96799353815
r21,1.0063989784,1.21626632453,1.21246449962
r22,1.62118536284,1.33701732582,1.76934868219
r23,2.23144087015,1.35064522816,1.95504536431
r24,2.61568153841,1.33105737297,2.005925018
r25,0.0,0.356795191982,0.0
r26,0.0,0.437208588211,0.0
r27,1.5366625764,1.2953314225,1.72395611153
r28,0.982963278553,1.22967677796,1.17805783921
r29,1.77596427078,1.35003303049,1.83638697995
r30,0.0,0.345832879432,0.0
r31,1.02290228607,1.26777351806,1.23602712436
r32,1.24595485292,1.28519458567,1.5016032307
r33,1.30436579297,1.31756631556,1.55612099514
r34,1.63562350791,1.37238617467,1.77642567096
r35,2.45849949622,1.37596871374,1.98853931189
r36,1.61884903349,1.279223226,1.76818590821
r37,0.887144528063,1.22060935296,1.02621687929
r38,0.617434451094,1.078465165,0.538948584647
r39,0.312458453744,0.562814784212,0.115090257112
r40,1.25286689008,1.16940298082,1.50835223701
r41,0.0,0.474237015845,0.0
r42,0.0684011436758,0.386167900451,0.0105088665822
r43,1.29546275642,1.31438997997,1.54817264039
r44,0.762374885984,1.11916257898,0.805912761659
r45,3.1564014156,1.29536448764,2.04406499999
r46,0.0,0.35476084325,0.0
r47,1.10341656473,1.26897808529,1.34306586748
r48,1.07513471474,1.28109313111,1.30695761798
r49,1.18753801792,1.29734131733,1.44120461979
r50,2.23637139384,1.36368483132,1.95590391125
r51,2.8084712945,1.39468224215,2.02263360658
r52,2.20495804158,1.38124033707,1.95031798204
r53,0.461115389064,0.719552032288,0.290371196908
r54,2.16826658852,1.35128525526,1.94343116137
r55,2.34130077567,1.37363965735,1.97269724541
r56,0.229217172314,0.355698952261,0.0596148922522
r57,0.76525080764,1.1799639735,0.811194733071
r58,2.15372811229,1.35810757604,1.94058861067
r59,0.0772796926893,0.383768079598,0.0120476714972
r60,0.19955947208,0.537410980485,0.0460654363535
r61,0.0,0.471162377125,0.0
r62,0.56865647693,1.03338115669,0.454479089197
r63,1.01203150225,1.2624808483,1.22056843183
r64,1.59250855646,1.36894170617,1.75472767351
r65,0.828929811116,1.24893568221,0.926035178688
r66,1.0288983636,1.30037378563,1.24445111001
r67,0.0,0.376673379663,0.0
r68,2.01745428133,1.24727565734,1.91039968176
r69,0.253454422873,0.572447783641,0.0728890996904
r70,0.0223044860221,0.515644849044,0.0039646117583
r71,0.0,0.44629488991,0.0
r72,0.0,0.481845598956,0.0
r73,0.455944269357,0.818929940759,0.283015296871
r74,2.06890792912,1.37589107225,1.92260018574
r75,1.17729194913,1.33318641487,1.42997259857
r76,0.0,0.306677681993,0.0
r77,3.83163809066,1.39067010172,2.06792689175
r78,0.677907631198,1.09985934918,0.649319207565
r79,4.03428777159,1.39785041963,2.07240174006
r80,0.776384106143,1.21911610708,0.83157857138
r81,1.25282219404,1.33386021153,1.50830885931
r82,0.0431906731436,0.32814251978,0.00659650523525
r83,2.56616370736,1.24213401404,2.00086502667
r84,0.737665054077,1.22941469815,0.760303098529
r85,0.198071231194,0.490529637491,0.0454555583171
r86,0.527617257008,0.985593178291,0.388496377336
r87,0.40125756749,0.747330477643,0.208948502122
