kn
0.0
deviations
param,inde dev,comp dev
C(t=0),0.00201096261156,0.00416919919382
N(t=0),0.0360268105003,0.435792213977
kn,nan,0.0337870360761
r (MAD),23.031513914,3.55088918155
params
param,true,inde est,comp est
C(t=0),0.01,0.00798903738844,0.00583080080618
N(t=0),1.0,0.9639731895,0.564207786023
kn,0.0,nan,0.0337870360761
r0,1.1434282299326066,1.26808199236,0.486233490266
r1,2.4907194975678784,2.76198758588,1.41781309111
r2,0.22589661831449326,0.249829705591,0.506806816765
r3,1.0592820273263666,1.17499808412,1.29845680484
r4,1.7685692462953173,208.461985638,29.0113965992
r5,0.0,0.000491174214345,0.00631893852553
r6,0.0,0.000491174214345,0.387429646344
r7,0.0,0.000491174214345,1.07747153672
r8,0.4876660289621736,0.540830345642,1.48143506634
