kn
0.16
deviations
param,inde dev,comp dev
C(t=0),0.128433383936,2.19255926125e-07
N(t=0),1.33460795005,3.85923019541e-07
kn,nan,4.89405430626e-08
r (MAD),0.714824971269,8.73408945797e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.138433383936,0.00999978074407
N(t=0),1.0,2.33460795005,1.00000038592
kn,0.16,nan,0.159999951059
r0,1.1434282299326066,0.0577876218227,1.14343330879
r1,2.4907194975678784,0.290129884661,2.49072798575
r2,0.22589661831449326,0.0,0.225899452681
r3,1.0592820273263666,0.0846551561846,1.05928676088
r4,1.7685692462953173,0.257545480799,1.76857580335
r5,0.0,0.0,3.13835885536e-05
r6,0.0,0.0,1.72269114464e-05
r7,0.0,0.0,1.1742249178e-10
r8,0.4876660289621736,0.0520187635118,0.487668333134
