kn
0.16
deviations
param,inde dev,comp dev
C(t=0),0.00999999988833,1.10350665142e-07
N(t=0),0.655126738114,3.15326768807e-07
kn,nan,1.66434850485e-07
r (MAD),2.31722455742,2.61037476328e-06
params
param,true,inde est,comp est
C(t=0),0.01,1.11668369747e-10,0.00999988964933
N(t=0),1.0,1.65512673811,0.999999684673
kn,0.16,nan,0.160000166435
r0,1.1434282299326066,6.8048365887,1.14343222972
r1,2.4907194975678784,15.307456766,2.49072582494
r2,0.22589661831449326,0.671450971473,0.22589810104
r3,1.0592820273263666,1.93442489657,1.05928526819
r4,1.7685692462953173,2.14656083575,1.76857376925
r5,0.0,0.19052050442,1.08409612777e-08
r6,0.0,1.71128431493e-07,2.24655348158e-06
r7,0.0,0.0,2.91440351261e-09
r8,0.4876660289621736,1.26797829082e-07,0.487667688326
