kn
0.04
deviations
param,inde dev,comp dev
C(t=0),0.0657851678559,2.33469231514e-07
N(t=0),0.364742032125,4.6728502956e-08
kn,nan,8.6664531801e-10
r (MAD),0.556826139679,6.50469808525e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.0757851678559,0.00999976653077
N(t=0),1.0,1.36474203213,0.999999953271
kn,0.04,nan,0.0399999991334
r0,1.1434282299326066,0.216723888422,1.14343353952
r1,2.4907194975678784,0.812888886737,2.49072413741
r2,0.22589661831449326,0.0290263326652,0.225898260826
r3,1.0592820273263666,0.311401293705,1.05928826508
r4,1.7685692462953173,0.613777768827,1.7685819249
r5,0.0,0.0,8.25406776001e-07
r6,0.0,0.0,5.7544037086e-06
r7,0.0,0.0,1.87557490243e-05
r8,0.4876660289621736,0.180308220933,0.487668727387
