kn
0.1
deviations
param,inde dev,comp dev
C(t=0),0.0099997181729,0.00999759226218
N(t=0),0.258286816574,0.180901967415
kn,nan,0.0382154064906
r (MAD),20.0671859203,1.06304824287
params
param,true,inde est,comp est
C(t=0),0.01,2.81827104494e-07,2.40773782142e-06
N(t=0),1.0,1.25828681657,1.18090196742
kn,0.1,nan,0.0617845935094
r0,1.1434282299326066,3.91763264972,1.66255258691
r1,2.4907194975678784,29.3545368148,3.73728543791
r2,0.22589661831449326,0.537807948703,0.000152750612994
r3,1.0592820273263666,1.63701950836,2.06599569994
r4,1.7685692462953173,150.185783519,6.29787135163
r5,0.0,0.0118104406759,0.0134633053236
r6,0.0,0.378887246566,0.662250812175
r7,0.0,0.53375503488,0.530912148815
r8,0.4876660289621736,1.22300176871,1.32102400546
