kn
0.18
deviations
param,inde dev,comp dev
C(t=0),0.129577354459,1.61720248519e-07
N(t=0),1.43397545531,1.6566837524e-07
kn,nan,1.65150889242e-07
r (MAD),0.718447129214,4.10764490467e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.139577354459,0.00999983827975
N(t=0),1.0,2.43397545531,1.00000016567
kn,0.18,nan,0.179999834849
r0,1.1434282299326066,0.0540200610548,1.14343266401
r1,2.4907194975678784,0.282143232371,2.49072944889
r2,0.22589661831449326,0.0,0.225898256668
r3,1.0592820273263666,0.0784844497501,1.05928561277
r4,1.7685692462953173,0.248453751858,1.76857507074
r5,0.0,0.0,2.72575303263e-06
r6,0.0,0.0,3.14076941401e-07
r7,0.0,0.0,6.86784799906e-06
r8,0.4876660289621736,0.0464359904347,0.487667656449
