kn
0.18
deviations
param,inde dev,comp dev
C(t=0),0.00999999999995,1.18990599726e-07
N(t=0),0.786981200094,3.36698028791e-07
kn,nan,2.46062460102e-07
r (MAD),6.72903499468,1.86596974667e-06
params
param,true,inde est,comp est
C(t=0),0.01,5.39625247178e-14,0.0099998810094
N(t=0),1.0,1.78698120009,1.0000003367
kn,0.18,nan,0.179999753938
r0,1.1434282299326066,0.130514266098,1.14343075665
r1,2.4907194975678784,8.47041607036,2.49072536471
r2,0.22589661831449326,0.0888178666237,0.225898745451
r3,1.0592820273263666,1.61527430888,1.0592838187
r4,1.7685692462953173,52.0176661024,1.7685726735
r5,0.0,0.0,6.97655359825e-09
r6,0.0,0.76845561301,2.02782886871e-09
r7,0.0,0.781959997022,7.34794902511e-09
r8,0.4876660289621736,1.56378694515,0.48766706676
