kn
0.2
deviations
param,inde dev,comp dev
C(t=0),0.009999999969,0.564499242837
N(t=0),0.205102696197,0.549782194962
kn,nan,1.23298723033
r (MAD),1.50540702069,1.37428075702
params
param,true,inde est,comp est
C(t=0),0.01,3.10025199565e-11,0.574499242837
N(t=0),1.0,1.2051026962,0.450217805038
kn,0.2,nan,1.43298723033
r0,1.1434282299326066,3.52681633616,0.882734945563
r1,2.4907194975678784,8.76446312532,10.0827649816
r2,0.22589661831449326,1.35411785386,0.618126830343
r3,1.0592820273263666,2.42252334694,2.04787941828
r4,1.7685692462953173,2.53119495738,4.41586366389
r5,0.0,1.093212118,9.49386559821e-09
r6,0.0,0.0596253530286,1.2776538171e-09
r7,0.0,0.000485747629487,1.60752008004e-12
r8,0.4876660289621736,0.00354606160427,1.54496737281e-08
