kn
0.16
deviations
param,inde dev,comp dev
C(t=0),0.128430420698,0.00999799533076
N(t=0),1.33460914875,0.128459627937
kn,nan,0.104637896399
r (MAD),0.714824478932,2.79517084205
params
param,true,inde est,comp est
C(t=0),0.01,0.138430420698,2.0046692424e-06
N(t=0),1.0,2.33460914875,1.12845962794
kn,0.16,nan,0.055362103601
r0,1.1434282299326066,0.0577882238231,0.335667703201
r1,2.4907194975678784,0.290132266199,6.27198097355
r2,0.22589661831449326,0.0,1.13483918476e-10
r3,1.0592820273263666,0.0846559045384,2.04144713215
r4,1.7685692462953173,0.257545269974,19.5825635089
r5,0.0,0.0,0.0934533634254
r6,0.0,0.0,0.014120618524
r7,0.0,0.0,0.823367137957
r8,0.4876660289621736,0.0520196734762,1.10218449913
