kn
0.18
deviations
param,inde dev,comp dev
C(t=0),0.110272706035,1.09579494947e-07
N(t=0),0.368034148216,4.34780093039e-08
kn,nan,7.62368407209e-07
r (MAD),1.10747273885,4.26531602301e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.120272706035,0.00999989042051
N(t=0),1.0,1.36803414822,0.999999956522
kn,0.18,nan,0.180000762368
r0,1.83650619152,0.566831776851,1.83650988579
r1,1.44326695023,0.365325944986,1.44327088528
r2,0.894586432248,0.100044002451,0.89458975527
r3,0.295516274602,0.0,0.29552632932
r4,0.774080144054,0.0511794614843,0.774084543446
r5,1.97811607323,0.659036592186,1.97812182622
r6,1.94800363458,0.514124872623,1.94800558286
r7,2.37975918571,0.756891434599,2.37975947356
r8,1.61490654155,0.184052692913,1.61491153383
