kn
0.04
deviations
param,inde dev,comp dev
C(t=0),0.0467736795304,2.97053837032e-07
N(t=0),0.0963573095525,2.28173214323e-07
kn,nan,1.33345752544e-07
r (MAD),0.728914709249,1.11598276157e-05
params
param,true,inde est,comp est
C(t=0),0.01,0.0567736795304,0.0100002970538
N(t=0),1.0,1.09635730955,1.00000022817
kn,0.04,nan,0.0399998666542
r0,1.83650619152,0.994954126932,1.83649280739
r1,1.44326695023,0.770609815081,1.44325909698
r2,0.894586432248,0.351384178646,0.894579430552
r3,0.295516274602,0.0499890860801,0.295512012258
r4,0.774080144054,0.27055684854,0.774073505478
r5,1.97811607323,1.09300437681,1.97809972718
r6,1.94800363458,1.02242099077,1.94799159987
r7,2.37975918571,1.28991813144,2.37974009139
r8,1.61490654155,0.761671490203,1.61489271819
