kn
0.08
deviations
param,inde dev,comp dev
C(t=0),0.0857327699774,3.90131149601e-07
N(t=0),0.194371280076,5.3479890072e-08
kn,nan,3.55094006935e-07
r (MAD),0.971634874714,1.19477107079e-05
params
param,true,inde est,comp est
C(t=0),0.01,0.0957327699774,0.00999960986885
N(t=0),1.0,1.19437128008,1.00000005348
kn,0.08,nan,0.080000355094
r0,1.83650619152,0.721756960212,1.83651959934
r1,1.44326695023,0.537870618918,1.44328129737
r2,0.894586432248,0.18877995809,0.894599176579
r3,0.295516274602,0.0,0.295522480709
r4,0.774080144054,0.137352063495,0.774089659456
r5,1.97811607323,0.811916452775,1.97813843149
r6,1.94800363458,0.709808193112,1.94801355363
r7,2.37975918571,0.938526042685,2.37976774939
r8,1.61490654155,0.37401726603,1.61491700918
