kn
0.06
deviations
param,inde dev,comp dev
C(t=0),0.0683863828466,5.76032403892e-07
N(t=0),0.145016494389,2.66159700946e-08
kn,nan,1.28118775054e-07
r (MAD),0.877080869598,2.00380946827e-05
params
param,true,inde est,comp est
C(t=0),0.01,0.0783863828466,0.0099994239676
N(t=0),1.0,1.14501649439,1.00000002662
kn,0.06,nan,0.0599998718812
r0,1.83650619152,0.829340881711,1.83652429348
r1,1.44326695023,0.631965433173,1.44328872192
r2,0.894586432248,0.245579155948,0.894600526789
r3,0.295516274602,0.0,0.295520656867
r4,0.774080144054,0.186824508205,0.774091128901
r5,1.97811607323,0.922127184237,1.97815289836
r6,1.94800363458,0.833955718909,1.94802497102
r7,2.37975918571,1.07612931608,2.37979022858
r8,1.61490654155,0.545091403089,1.61492834467
