kn
0.14
deviations
param,inde dev,comp dev
C(t=0),0.107519508922,9.60619038898e-08
N(t=0),0.315432325468,3.70037443798e-07
kn,nan,9.98908015276e-07
r (MAD),1.08390614724,3.17851601815e-06
params
param,true,inde est,comp est
C(t=0),0.01,0.117519508922,0.0100000960619
N(t=0),1.0,1.31543232547,0.999999629963
kn,0.14,nan,0.140000998908
r0,1.83650619152,0.591406064703,1.83649891197
r1,1.44326695023,0.405297759186,1.44326412434
r2,0.894586432248,0.119374071981,0.894586051754
r3,0.295516274602,0.0,0.295515582341
r4,0.774080144054,0.070679523631,0.774080249518
r5,1.97811607323,0.6816818735,1.97811067791
r6,1.94800363458,0.55047484814,1.94799984743
r7,2.37975918571,0.780149573256,2.37975302966
r8,1.61490654155,0.210522388208,1.6149045571
